權證代號,權證簡稱,履約價格,行使比例,到期日
700555,合晶富邦56購01,35.88,0.151,20260615
700556,良維富邦57購02,190.88,0.066,20260714
700557,宜鼎富邦57購01,580.0,0.014,20260714
700558,鈊象富邦56購03,1008.88,0.013,20260615
700559,萬潤富邦56購02,436.88,0.019,20260615
700560,廣明富邦55購04,108.88,0.031,20260514
700561,FH中5G群益54購01,30.0,1.0,20260414
700562,宜鼎群益54購02,607.5,0.035,20260414
700563,神盾群益56購02,135.0,0.11,20260615
700564,華星光群益56購02,294.0,0.08,20260615
700565,鈊象群益54購06,1075.0,0.04,20260414
700566,營邦群益56購01,384.5,0.055,20260615
700567,雙鴻群益54購03,1075.0,0.035,20260414
700568,世界元大54購04,113.0,0.055,20260414
700569,台燿元大57購03,501.0,0.019,20260714
700570,宜鼎元大54購13,580.0,0.025,20260414
700571,宜鼎元大59購03,607.0,0.013,20260914
700572,昇達科元大54購10,653.0,0.028,20260414
700573,博智元大55購01,222.0,0.032,20260514
700574,華星光元大54購10,235.5,0.054,20260414
700575,華星光元大54購11,222.5,0.018,20260414
700576,鈊象元大57購01,824.0,0.017,20260714
700577,雙鴻元大54購22,1035.0,0.016,20260414
700578,鑫聯元大54購01,82.39,0.08,20260414
700579,世界兆豐56購01,110.0,0.07,20260615
700580,宜鼎兆豐5A購01,458.0,0.016,20261015
700581,大宇資國票55購01,64.0,0.217,20260515
700582,弘塑國票59購01,2400.0,0.006,20260915
700583,威剛國票55購02,260.0,0.1,20260515
700584,美琪瑪國票55購01,100.0,0.18,20260515
700585,神盾國票58購01,180.0,0.06,20260817
700586,華電網國票54購01,30.0,0.5,20260415
700587,營邦國票54購01,290.0,0.045,20260415
700588,穩懋國票55購01,120.0,0.12,20260515
700589,中美晶元大54購07,165.5,0.083,20260415
700590,台燿元大57購04,493.0,0.021,20260715
700591,宜鼎元大54購14,493.5,0.041,20260415
700592,昇達科元大54購11,549.0,0.031,20260415
700593,昇達科元大54購12,472.0,0.024,20260415
700594,原相元大5A購01,238.5,0.035,20261015
700595,華星光元大59購01,212.5,0.015,20260915
700596,鈊象元大54購12,807.0,0.019,20260415
700597,雙鴻元大54購23,1305.0,0.014,20260415
700598,弘塑國泰55購02,1700.0,0.005,20260515
700599,宇峻國泰55購01,90.0,0.17,20260515
700600,良維國泰55購01,165.0,0.1,20260515
700601,宜鼎國泰55購01,495.0,0.04,20260515
700602,威剛國泰55購02,240.0,0.1,20260515
700603,臺慶科國泰55購01,170.0,0.1,20260515
700604,智通*富邦56購01,231.88,0.019,20260615
700605,順達富邦55購02,420.0,0.018,20260515
700606,世界凱基54購02,115.0,0.09,20260415
700607,宜鼎凱基59購01,595.0,0.03,20260915
700608,昇達科凱基59購01,670.0,0.035,20260915
700609,信立凱基56購02,80.0,0.08,20260615
700610,威剛凱基56購02,230.0,0.11,20260615
700611,胡連凱基54購01,150.0,0.09,20260415
700612,智通*凱基54購02,300.0,0.12,20260415
700613,緯軟凱基57購01,165.0,0.08,20260715
700614,營邦凱基56購01,400.0,0.08,20260615
700615,雙鴻凱基54購09,960.0,0.025,20260415
700616,立碁元富55購01,60.0,0.095,20260515
700617,立端元富54購01,115.0,0.23,20260415
700618,國眾元富54購01,45.0,0.2,20260415
700619,國眾元富54購02,52.0,0.2,20260415
700620,國眾元富55購01,58.0,0.25,20260515
700621,新鼎元富54購01,188.0,0.077,20260415
700622,臺慶科元富54購01,150.0,0.08,20260415
700623,智通*永豐55購01,250.0,0.04,20260515
700624,雍智永豐56購01,372.5,0.01,20260615
700625,營邦永豐54購01,300.0,0.033,20260415
700626,良維群益54購02,190.0,0.19,20260415
700627,原相群益54購05,315.0,0.1,20260415
700628,神盾群益54購04,190.0,0.12,20260415
700629,雙鴻群益54購04,1200.0,0.01,20260415
700630,博智國泰55購02,190.0,0.048,20260518
700631,聯合國泰55購01,145.0,0.075,20260518
700632,弘塑元大54購07,2265.0,0.005,20260416
700633,弘塑元大54購08,1865.0,0.004,20260416
700634,弘塑元大54購09,1975.0,0.004,20260416
700635,弘塑元大57購02,2310.0,0.004,20260716
700636,正德元大54購04,22.55,0.36,20260416
700637,合晶元大54購03,33.7,0.338,20260416
700638,原相元大5A購02,301.5,0.05,20261016
700639,能率元大54購03,64.5,0.194,20260416
700640,華星光元大54購12,225.5,0.07,20260416
700641,臺慶科元大54購03,154.0,0.046,20260416
700642,雙鴻元大54購24,1300.0,0.014,20260416
700643,華星光富邦54購02,225.0,0.04,20260416
700644,正德凱基54購03,30.0,1.0,20260416
700645,旺矽凱基54購13,2610.0,0.01,20260416
700646,信昌電凱基54購02,55.0,0.2,20260416
700647,鈊象凱基56購01,825.0,0.02,20260616
700648,臺慶科凱基54購02,150.0,0.085,20260416
700649,雙鴻凱基54購11,1320.0,0.02,20260416
700650,弘塑元富55購02,1850.0,0.005,20260518
700651,威剛元富54購05,230.0,0.05,20260416
700652,威剛元富54購06,250.0,0.047,20260416
700653,威剛元富54購07,268.5,0.07,20260416
700654,正淩國票56購01,170.0,0.07,20260616
700655,立端國票55購01,100.0,0.1,20260518
700656,宜鼎國票55購01,570.0,0.06,20260518
700657,東浦國票55購01,60.0,0.2,20260518
700658,金山電國票55購02,52.0,0.267,20260518
700659,信音國票54購01,33.0,0.3,20260416
700660,信音國票56購01,40.0,0.35,20260616
700661,宣德國票55購02,70.0,0.3,20260518
700662,常珵國票55購01,80.0,0.15,20260518
700663,蜜望實國票54購01,45.0,0.2,20260416
700664,蜜望實國票56購01,55.0,0.3,20260616
700665,鴻呈國票55購01,180.0,0.05,20260518
700666,雙鴻國票55購02,1000.0,0.01,20260518
700667,IET中信55購01,200.0,0.08,20260518
700668,鈊象中信55購01,1000.0,0.01,20260518
700669,良維永豐56購02,215.25,0.053,20260616
700670,中光電統一6A購03,141.11,0.014,20271018
700671,正德統一5A購01,28.88,0.099,20261016
700672,旺矽統一5A購01,2214.0,0.002,20261016
700673,信昌電統一6A購01,68.88,0.028,20271018
700674,信昌電統一6A購02,68.88,0.03,20271018
700675,高技統一5A購02,341.68,0.008,20261016
700676,高技統一6A購01,422.22,0.005,20271018
700677,高技統一6A購02,421.68,0.005,20271018
700678,智通*統一6A購01,299.99,0.008,20271018
700679,智擎統一6A購01,101.68,0.013,20271018
700680,華星光統一58購03,218.1,0.015,20260817
700681,鈊象統一6A購01,1111.11,0.002,20271018
700682,萬潤統一6A購02,551.68,0.005,20271018
700683,雍智統一6A購01,528.88,0.004,20271018
700684,雍智統一6A購02,541.11,0.005,20271018
700685,臺慶科統一5A購01,156.66,0.012,20261016
700686,臺慶科統一6A購01,191.68,0.01,20271018
700687,緯軟統一6A購01,177.77,0.011,20271018
700688,營邦統一6A購01,345.67,0.007,20271018
700689,聯合統一61購01,188.88,0.013,20270118
700690,正德群益54購01,33.3,0.75,20260416
700691,昇達科群益54購03,570.0,0.06,20260416
700692,信昌電群益56購01,66.0,0.35,20260616
700693,威剛群益54購04,240.0,0.16,20260416
700694,蜜望實群益54購01,47.0,0.3,20260416
700695,櫃200群益54購01,12300.0,0.002,20260416
700696,雙鴻群益54購05,1355.0,0.015,20260416
700697,弘塑凱基54購05,2300.0,0.008,20260420
700698,均豪凱基54購02,150.0,0.15,20260420
700699,良維凱基56購03,225.0,0.069,20260622
700700,昇達科凱基54購06,530.0,0.04,20260420
700701,信昌電凱基56購01,70.0,0.4,20260622
700702,原相凱基54購05,290.0,0.056,20260420
700703,博智凱基56購02,195.0,0.026,20260622
700704,智通*凱基54購03,325.0,0.1,20260420
700705,雙鴻凱基54購12,1450.0,0.03,20260420
700706,中光電統一5A購01,127.8,0.023,20261019
700707,弘塑統一58購01,1938.0,0.002,20260819
700708,信立統一6A購01,106.88,0.022,20271019
700709,神盾統一5C購02,161.68,0.012,20261221
700710,智通*統一6A購02,261.68,0.007,20271019
700711,華星光統一6A購01,268.88,0.009,20271019
700712,聖暉*統一6A購02,1314.15,0.001,20271019
700713,中光電元大54購16,154.0,0.055,20260420
700714,弘塑元大54購10,2220.0,0.005,20260420
700715,弘塑元大54購11,2000.0,0.004,20260420
700716,弘塑元大54購12,1610.0,0.003,20260420
700717,宜鼎元大5A購01,566.0,0.019,20261019
700718,旺矽元大54購13,2695.0,0.006,20260420
700719,旺矽元大54購14,2275.0,0.004,20260420
700720,旺矽元大56購02,2865.0,0.005,20260622
700721,鈊象元大54購13,761.0,0.015,20260420
700722,雙鴻元大54購25,1480.0,0.009,20260420
700723,聖暉*兆豐56購02,1089.0,0.006,20260622
700724,良維群益56購03,225.0,0.07,20260622
700725,旺矽群益54購05,2500.0,0.009,20260420
700726,信昌電群益54購02,55.0,0.12,20260420
700727,威剛群益55購05,273.5,0.08,20260519
700728,鈊象群益54購07,1125.0,0.045,20260420
700729,漢科群益54購02,175.0,0.075,20260420
700730,雙鴻群益54購06,1300.0,0.01,20260420
700731,世禾國票55購02,270.0,0.1,20260519
700732,台半國票55購01,70.0,0.25,20260519
700733,正德國票54購02,22.0,0.56,20260420
700734,良維國票57購01,220.0,0.072,20260720
700735,旺矽國票55購03,2800.0,0.005,20260519
700736,寬宏國票54購02,160.0,0.055,20260420
700737,鴻呈國票59購01,220.0,0.06,20260921
700738,系微永豐57購01,310.0,0.05,20260720
700739,旺矽永豐54購04,2865.0,0.008,20260420
700740,旺矽永豐55購02,2190.75,0.004,20260519
700741,能率永豐55購01,60.0,0.4,20260519
700742,聖暉*永豐5A購01,1115.0,0.005,20261019
700743,旺矽元富54購05,2250.0,0.005,20260420
700744,旺矽元富54購06,2860.0,0.008,20260420
700745,雍智元富57購01,450.0,0.027,20260720
700746,雙鴻中信5A購02,1494.0,0.004,20261019
700747,台半凱基54購01,70.0,0.3,20260420
700748,弘塑凱基54購06,1800.0,0.007,20260420
700749,宜鼎凱基54購09,642.0,0.05,20260420
700750,旺矽凱基56購05,2930.0,0.007,20260622
700751,威剛凱基55購02,282.0,0.1,20260520
700752,鈊象凱基54購08,775.0,0.02,20260420
700753,寬宏凱基54購02,170.0,0.065,20260420
700754,台半統一5C購02,82.88,0.045,20261221
700755,宜鼎統一6A購02,639.99,0.004,20271020
700756,威剛統一5C購03,244.73,0.014,20261221
700757,竑騰統一5C購01,727.77,0.003,20261221
700758,穩得統一5C購01,168.88,0.013,20261221
700759,IET國泰55購01,155.0,0.065,20260520
700760,旺矽國泰55購01,2200.0,0.005,20260520
700761,威剛國泰55購03,270.0,0.1,20260520
700762,順達國泰55購02,340.0,0.03,20260520
700763,撼訊國泰55購02,100.0,0.15,20260520
700764,中光電元大54購17,142.0,0.039,20260420
700765,弘塑元大54購13,2475.0,0.006,20260420
700766,弘塑元大54購14,2510.0,0.006,20260420
700767,弘塑元大54購15,2410.0,0.005,20260420
700768,良維元大56購02,178.0,0.03,20260622
700769,旺矽元大54購16,2780.0,0.006,20260420
700770,旺矽元大56購03,2825.0,0.005,20260622
700771,鈊象元大54購14,1020.0,0.032,20260420
700772,鈊象元大54購15,771.0,0.021,20260420
700773,聖暉*元大56購01,1200.0,0.011,20260622
700774,鈺太元大54購01,238.63,0.043,20260420
700775,元太國票55購01,320.0,0.09,20260520
700776,伍豐國票55購01,34.0,0.4,20260520
700777,安勤國票55購01,160.0,0.06,20260520
700778,亞通國票55購01,44.0,0.4,20260520
700779,佳邦國票55購01,100.0,0.25,20260520
700780,宜鼎國票55購02,620.0,0.05,20260520
700781,神盾國票55購01,160.0,0.056,20260520
700782,聖暉*國票55購01,1000.0,0.01,20260520
700783,營邦國票55購01,345.0,0.075,20260520
700784,弘塑永豐56購01,2520.0,0.006,20260622
700785,宜鼎永豐55購03,642.0,0.04,20260520
700786,威剛永豐5A購01,282.75,0.047,20261020
700787,閎康永豐55購01,266.56,0.058,20260520
700788,鈊象永豐54購02,818.0,0.013,20260420
700789,臺慶科永豐57購01,202.5,0.065,20260720
700790,旺矽中信57購02,2650.0,0.005,20260720
700791,威剛中信57購02,270.0,0.045,20260720
700792,原相中信55購01,320.0,0.025,20260520
700793,大中群益54購01,136.66,0.065,20260420
700794,弘塑群益55購03,2365.0,0.007,20260520
700795,良維群益58購01,205.0,0.06,20260820
700796,宜鼎群益54購03,642.0,0.04,20260420
700797,昇達科群益54購04,600.0,0.035,20260420
700798,原相群益56購02,345.0,0.08,20260622
700799,華星光群益55購04,230.0,0.06,20260520
700800,雙鴻群益56購03,1490.0,0.015,20260622
700801,元太兆豐55購01,218.88,0.03,20260520
700802,旺矽兆豐55購02,1999.99,0.003,20260520
700803,信立兆豐56購01,85.8,0.1,20260622
700804,威剛富邦54購02,220.0,0.045,20260420
700805,萬潤國票55購01,560.0,0.06,20260521
700806,蜜望實國票55購02,64.5,0.2,20260521
700807,寬宏國票56購01,185.0,0.068,20260622
700808,雙鴻國票55購04,1420.0,0.02,20260521
700809,雙鴻國泰55購03,1150.0,0.015,20260521
700810,山富統一5C購01,118.88,0.013,20261221
700811,光頡統一5C購01,51.68,0.042,20261221
700812,信昌電統一5C購01,80.88,0.035,20261221
700813,弘塑凱基54購07,2050.0,0.012,20260421
700814,宜鼎凱基54購10,480.0,0.05,20260421
700815,信昌電凱基54購03,81.0,0.35,20260421
700816,聖暉*凱基54購05,1050.0,0.02,20260421
700817,鈺太凱基54購01,310.0,0.12,20260421
700818,雙鴻凱基54購13,1170.0,0.01,20260421
700819,弘塑群益54購06,1700.0,0.01,20260421
700820,威剛群益57購02,282.0,0.07,20260721
700821,弘塑兆豐56購01,1800.0,0.004,20260622
700822,良維兆豐56購02,180.8,0.05,20260622
700823,雙鴻兆豐56購01,1170.0,0.006,20260622
700824,昇達科元富54購02,500.0,0.017,20260421
700825,華星光元富54購02,190.0,0.099,20260421
700826,中光電中信56購01,156.0,0.075,20260622
700827,信立永豐5A購01,95.0,0.055,20261021
700828,威剛永豐64購01,282.0,0.04,20270421
700829,雙鴻永豐55購04,1168.0,0.006,20260521
700830,中美晶元大5A購01,180.0,0.059,20261021
700831,世界元大54購05,126.0,0.092,20260421
700832,弘塑元大54購16,1895.0,0.004,20260421
700833,弘塑元大54購17,1535.0,0.003,20260421
700834,弘塑元大54購18,1660.0,0.003,20260421
700835,良維元大54購11,218.0,0.086,20260421
700836,雙鴻元大54購26,1410.0,0.013,20260421
700837,世界凱基56購01,150.0,0.17,20260622
700838,信昌電凱基55購01,89.0,0.2,20260522
700839,原相凱基56購02,310.0,0.085,20260622
700840,臺慶科凱基54購03,230.0,0.1,20260422
700841,德微凱基54購01,190.0,0.05,20260422
700842,華星光國泰55購02,210.0,0.039,20260522
700843,世界統一5C購01,134.56,0.014,20261222
700844,立敦統一5C購01,66.66,0.036,20261222
700845,臺慶科統一5C購01,228.88,0.013,20261222
700846,世界國票56購01,130.0,0.07,20260622
700847,光頡國票54購01,50.0,0.25,20260422
700848,閎康國票55購01,320.0,0.09,20260522
700849,雷科國票54購02,56.0,0.098,20260422
700850,臺慶科國票5C購01,220.0,0.05,20261222
700851,信昌電永豐55購02,89.4,0.168,20260522
700852,德微永豐54購02,213.13,0.05,20260422
700853,金山電元富55購01,70.0,0.1,20260522
700854,閎康元富54購03,230.0,0.045,20260422
700855,弘塑元大54購19,2115.0,0.005,20260422
700856,弘塑元大54購20,2060.0,0.004,20260422
700857,良維元大5A購01,188.0,0.026,20261022
700858,華星光元大54購13,232.0,0.069,20260422
700859,臺慶科元大54購04,231.0,0.078,20260422
700860,德微元大54購02,203.0,0.046,20260422
700861,雙鴻元大54購27,1445.0,0.013,20260422
700862,雙鴻元大54購28,1375.0,0.012,20260422
700863,立敦群益54購02,66.66,0.35,20260422
700864,弘塑富邦57購01,1936.88,0.003,20260722
700865,廣明富邦55購05,101.88,0.03,20260522
700866,雙鴻富邦56購04,1074.88,0.005,20260622
700867,波若威兆豐56購01,268.0,0.03,20260626
700868,力旺元大54購02,3380.0,0.005,20260427
700869,力旺元大54購03,3245.0,0.005,20260427
700870,力旺元大54購04,3470.0,0.004,20260427
700871,世界元大54購06,104.5,0.042,20260427
700872,尼克森元大54購01,75.88,0.189,20260427
700873,弘塑元大54購21,2170.0,0.005,20260427
700874,立敦元大54購01,65.55,0.258,20260427
700875,良維元大5A購02,203.0,0.025,20261027
700876,波若威元大54購05,328.5,0.045,20260427
700877,金山電元大54購01,51.4,0.065,20260427
700878,臺慶科元大54購05,192.0,0.05,20260427
700879,德微元大54購03,260.0,0.038,20260427
700880,雙鴻元大54購29,1465.0,0.01,20260427
700881,中光電凱基54購11,110.0,0.058,20260427
700882,中美晶凱基54購03,194.0,0.15,20260427
700883,台半凱基54購02,98.0,0.5,20260427
700884,弘塑凱基54購08,2180.0,0.011,20260427
700885,合晶凱基54購05,53.0,0.55,20260427
700886,神盾凱基56購02,210.0,0.075,20260626
700887,閎康凱基54購02,300.0,0.08,20260427
700888,德微凱基55購02,260.0,0.08,20260526
700889,雙鴻凱基54購15,1270.0,0.011,20260427
700890,力旺國泰55購02,2400.0,0.004,20260526
700891,波若威國泰55購01,275.0,0.05,20260526
700892,精材國泰55購01,170.0,0.085,20260526
700893,德微國泰55購01,200.0,0.033,20260526
700894,力旺富邦56購03,2482.88,0.002,20260626
700895,宜鼎富邦54購03,520.0,0.014,20260427
700896,欣銓富邦54購02,100.0,0.09,20260427
700897,精材富邦54購03,175.0,0.05,20260427
700898,力旺統一5A購01,3333.33,0.001,20261027
700899,力旺統一6A購01,3466.66,0.001,20271026
700900,台半統一5C購03,97.77,0.025,20261228
700901,尼克森統一5C購01,82.88,0.04,20261228
700902,光頡統一5A購01,61.68,0.045,20261027
700903,宜鼎統一57購02,550.88,0.01,20260727
700904,波若威統一6A購01,311.18,0.007,20271026
700905,力旺元富54購07,3000.0,0.01,20260427
700906,力旺元富54購08,3400.0,0.01,20260427
700907,力旺元富57購03,3472.5,0.007,20260727
700908,中美晶元富55購02,194.25,0.23,20260526
700909,台半元富54購03,75.0,0.15,20260427
700910,台半元富54購04,85.0,0.15,20260427
700911,台半元富54購05,95.0,0.15,20260427
700912,波若威元富54購02,300.0,0.059,20260427
700913,德微元富57購02,260.25,0.075,20260727
700914,雙鴻元富56購01,1489.5,0.025,20260626
700915,中美晶中信54購01,190.0,0.1,20260427
700916,合晶中信54購01,53.0,0.25,20260427
700917,信昌電中信54購01,90.0,0.12,20260427
700918,台半永豐55購01,98.1,0.25,20260526
700919,尼克森永豐54購01,85.2,0.25,20260427
700920,波若威永豐5A購01,343.5,0.05,20261027
700921,力旺國票54購02,3300.0,0.012,20260427
700922,中美晶國票55購02,190.0,0.11,20260526
700923,台半國票55購02,90.0,0.3,20260526
700924,宏捷科國票55購01,140.0,0.06,20260526
700925,佳邦國票55購02,110.0,0.3,20260526
700926,波若威國票55購01,340.0,0.07,20260526
700927,臺慶科國票55購02,240.0,0.08,20260526
700928,蜜望實國票58購01,70.0,0.15,20260826
700929,蜜望實國票5A購01,78.0,0.15,20261027
700930,譜瑞國票55購01,900.0,0.018,20260526
