資料日期:,2025/12/01
項次,權證代號,權證名稱,權證標的,認購/售,美式/歐式,上(下)限型,重設型,牛(熊)證,最新履約價,最新行使比例,初次發行單位數量(千),累計增額發行單位數量(千),累計註銷權證數量(千),到期日
"2259","71675U","家登群益4C售02","3680","P","歐","","","","266.17",".0410","5000","0","0","20251205"
"2260","71676U","台燿中信4C售01","6274","P","歐","","","","120.00",".1500","5000","0","0","20251205"
"2261","71677U","台燿永豐4C售01","6274","P","歐","","","","150.00",".0800","5000","0","0","20251205"
"2262","71678U","新復興永豐52售01","4909","P","歐","","","","55.03",".0490","5000","0","0","20260205"
"2263","71679U","弘塑國票52售01","3131","P","歐","","","","1182.52",".0020","5000","0","0","20260205"
"2264","71680U","其陽國票4C售02","3564","P","歐","","","","54.24",".2030","5000","0","4000","20251205"
"2265","71681U","胡連國票51售01","6279","P","歐","","","","109.67",".0770","5000","0","4000","20260105"
"2266","71682U","信驊凱基4C售02","5274","P","歐","","","","3558.81",".0030","5000","0","0","20251205"
"2267","71683U","擎亞凱基52售01","8096","P","歐","","","","34.58",".2020","5000","0","2500","20260205"
"2268","71684U","昇達科元大4C售02","3491","P","歐","","","","245.49",".0450","5000","0","0","20251205"
"2269","71685U","萬潤元大4C售03","6187","P","歐","","","","243.83",".0450","5000","0","0","20251205"
"2270","71686U","精測元大4C售02","6510","P","歐","","","","792.54",".0060","5000","0","0","20251205"
"2271","71687U","台燿元富4C售03","6274","P","歐","","","","170.00",".1000","5000","0","0","20251208"
"2272","71688U","中美晶凱基51售01","5483","P","歐","","","","82.31",".1240","5000","0","2400","20260108"
"2273","71689U","台燿凱基4C售03","6274","P","歐","","","","150.00",".1000","5000","0","0","20251208"
"2274","71690U","信驊國票51售01","5274","P","歐","","","","3954.24",".0010","5000","0","0","20260108"
"2275","71691U","華星光國票51售01","4979","P","歐","","","","99.17",".2020","5000","0","2500","20260108"
"2276","71692U","擎亞國票4C售01","8096","P","歐","","","","44.46",".1070","5000","0","4000","20251208"
"2277","71693U","寶雅國票51售01","5904","P","歐","","","","378.14",".0170","5000","0","0","20260108"
"2278","71694U","台燿統一54售03","6274","P","歐","","Y","","151.00",".0250","5000","0","0","20260408"
"2279","71695U","華星光元大52售01","4979","P","歐","","","","148.75",".0180","5024","0","0","20260209"
"2280","71696U","弘塑群益52售04","3131","P","歐","","","","1182.52",".0050","5000","0","2438","20260209"
"2281","71697U","擎亞元富4C售03","8096","P","歐","","","","39.52",".2810","5000","0","0","20251209"
"2282","71698U","信驊國泰52售01","5274","P","歐","","","","3361.10",".0020","8000","0","0","20260209"
"2283","71699U","旺矽國票51售02","6223","P","歐","","","","709.17",".0100","5000","0","0","20260109"
"2284","71700U","台特化凱基51售04","4772","P","歐","","","","198.22",".0500","5000","0","0","20260109"
"2285","71701U","信驊凱基51售05","5274","P","歐","","","","3954.24",".0020","5000","0","0","20260109"
"2286","71702U","新應材凱基4C售03","4749","P","歐","","","","445.61",".0250","5000","0","2500","20251209"
"2287","71703U","台特化群益4C售03","4772","P","歐","","","","178.40",".0710","5000","0","0","20251210"
"2288","71704U","華星光群益4C售05","4979","P","歐","","","","143.79",".0300","5000","0","0","20251210"
"2289","71705U","新應材群益4C售05","4749","P","歐","","","","564.44",".0080","5000","0","0","20251210"
"2290","71706U","弘塑凱基52售01","3131","P","歐","","","","1182.52",".0060","5000","0","2000","20260210"
"2291","71707U","新漢凱基4C售02","8234","P","歐","","","","64.59",".1210","5000","0","2500","20251210"
"2292","71708U","台燿國票51售03","6274","P","歐","","","","170.00",".0500","5000","0","0","20260112"
"2293","71710U","高端國票51售02","6547","P","歐","","","","42.00",".1600","5000","0","0","20260112"
"2294","71711U","新漢國票4C售01","8234","P","歐","","","","74.52",".1310","5000","0","3500","20251210"
"2295","71712U","新漢國票51售01","8234","P","歐","","","","49.68",".3520","5000","0","4000","20260112"
"2296","71713U","萬泰科國票51售02","6190","P","歐","","","","30.41",".3160","5000","0","0","20260112"
"2297","71714U","順達永豐51售02","3211","P","歐","","","","159.02",".0480","5000","0","0","20260112"
"2298","71715U","世界元大4C售03","5347","P","歐","","Y","","74.28",".2320","5000","0","0","20251210"
"2299","71716U","順達元大4C售05","3211","P","歐","","","","162.29",".0820","5000","0","0","20251210"
"2300","71717U","昇達科群益4C售03","3491","P","歐","","","","255.31",".0460","5000","0","0","20251211"
"2301","71718U","台燿元大4C售07","6274","P","歐","","Y","","162.94",".1530","5000","0","0","20251211"
"2302","71719U","高鋒元大4C售03","4510","P","歐","","","","39.30",".0980","5000","0","0","20251211"
"2303","71720U","欣銓凱基4C售04","3264","P","歐","","","","61.58",".2110","5000","0","0","20251211"
"2304","71721U","雙鴻凱基4C售03","3324","P","歐","","","","542.20",".0170","5000","0","0","20251211"
"2305","71722U","雙鴻元富4C售01","3324","P","歐","","","","591.49",".0140","5000","0","0","20251211"
"2306","71723U","台燿永豐51售02","6274","P","歐","","","","175.00",".0570","5000","0","0","20260112"
"2307","71724U","台燿凱基51售03","6274","P","歐","","","","175.00",".0700","5000","0","0","20260112"
"2308","71725U","昇達科凱基4C售01","3491","P","歐","","","","225.85",".0610","5000","0","1900","20251212"
"2309","71726U","台特化國票51售02","4772","P","歐","","","","218.04",".0250","5000","0","0","20260112"
"2310","71727U","昇達科國票4C售04","3491","P","歐","","","","245.49",".0760","5000","0","4000","20251212"
"2311","71728U","智通*國票4C售03","8932","P","歐","","","","101.34",".1090","5000","0","3000","20251212"
"2312","71729U","新應材國票4C售04","4749","P","歐","","","","544.64",".0180","5000","0","4000","20251212"
"2313","71730U","信驊群益4C售04","5274","P","歐","","","","3954.24",".0020","5000","0","0","20251212"
"2314","71731U","南俊群益4C售02","6584","P","歐","","","","134.19",".0500","5000","0","3418","20251212"
"2315","71732U","精測中信4C售01","6510","P","歐","","","","643.94",".0300","5000","0","0","20251212"
"2316","71733U","華星光元富4C售02","4979","P","歐","","","","119.00",".1110","5000","0","0","20251212"
"2317","71734U","南俊凱基4C售02","6584","P","歐","","","","129.22",".0550","5000","0","1900","20251215"
"2318","71735U","萬潤凱基4C售04","6187","P","歐","","","","243.83",".0620","5000","0","1900","20251215"
"2319","71736U","天品國票51售01","6199","P","歐","","","","90.00",".0750","5000","0","0","20260115"
"2320","71737U","台特化國票51售03","4772","P","歐","","","","178.40",".0510","5000","0","0","20260115"
"2321","71738U","弘塑國票51售04","3131","P","歐","","","","788.34",".0200","5000","0","2500","20260115"
"2322","71739U","高鋒國票51售02","4510","P","歐","","","","49.12",".0540","5000","0","0","20260115"
"2323","717408","協易機統一54購01","4533","C","美","","","","49.10",".0380","5000","0","1000","20260415"
"2324","71740U","新復興國票53售02","4909","P","歐","","","","59.61",".1020","5000","0","0","20260316"
"2325","71741U","新盛力群益4C售02","4931","P","歐","","","","61.72",".1210","5000","0","0","20251215"
"2326","71742U","力旺元大4C售05","3529","P","歐","","","","1288.23",".0150","5000","0","0","20251215"
"2327","71743U","力旺元大4C售06","3529","P","歐","","","","2180.08",".0040","5000","0","0","20251215"
"2328","71744U","力旺元大4C售07","3529","P","歐","","","","1981.90",".0040","5000","0","0","20251215"
"2329","71745U","新盛力元大4C售02","4931","P","歐","","","","63.68",".0600","5000","0","0","20251215"
"2330","71746U","台燿元富4C售06","6274","P","歐","","","","200.00",".0700","5000","0","0","20251215"
"2331","71747U","元太群益51售02","8069","P","歐","","","","162.81",".0510","5000","0","0","20260116"
"2332","71748U","台燿群益51售04","6274","P","歐","","","","150.00",".0800","5000","0","0","20260116"
"2333","71749U","弘塑群益51售02","3131","P","歐","","","","1379.60",".0020","5000","0","0","20260116"
"2334","71750U","新盛力元大4C售03","4931","P","歐","","","","84.74",".0310","5000","0","0","20251216"
"2335","71751U","擎亞元大4C售05","8096","P","歐","","Y","","41.13",".0990","5000","0","0","20251216"
"2336","71752U","均豪國票4C售03","5443","P","歐","","","","73.25",".1540","5000","0","0","20251216"
"2337","71753U","智通*國票51售02","8932","P","歐","","","","124.38",".0540","5000","0","3500","20260116"
"2338","71754U","智通*國票52售02","8932","P","歐","","","","73.70",".2170","5000","0","3500","20260223"
"2339","71755U","新復興國票54售03","4909","P","歐","","","","41.27",".0750","5000","0","0","20260416"
"2340","71756U","僑威國票51售03","3078","P","歐","","","","57.28",".3920","5000","0","4000","20260116"
"2341","71757U","弘塑元富4C售06","3131","P","歐","","","","886.89",".0050","5000","0","0","20251216"
"2342","71758U","力致凱基51售02","3483","P","歐","","","","84.68",".0910","5000","0","3300","20260119"
"2343","71759U","元太凱基51售03","8069","P","歐","","","","156.30",".1020","5000","0","2500","20260119"
"2344","71760U","均豪凱基4C售01","5443","P","歐","","","","71.30",".1740","5000","0","0","20251217"
"2345","71761U","順達元大4C售06","3211","P","歐","","","","174.00",".0440","5000","0","0","20251217"
"2346","71762U","台燿富邦51售02","6274","P","歐","","","","160.00",".0450","10000","0","0","20260119"
"2347","71763U","信驊富邦52售03","5274","P","歐","","","","3680.00",".0010","7000","0","0","20260223"
"2348","71764U","竹陞群益4C售02","6739","P","歐","","","","200.00",".0300","5000","0","0","20251217"
"2349","71765U","家登群益4C售03","3680","P","歐","","","","320.39",".0250","5000","0","0","20251217"
"2350","71766U","萬泰科群益51售01","6190","P","歐","","","","28.51",".3160","5000","0","0","20260119"
"2351","71767U","櫃200群益4C售02","IX0118","P","歐","","","","7800.00",".0010","5000","0","0","20251217"
"2352","71768U","M31群益4C售01","6643","P","歐","","","","398.48",".0200","5000","0","0","20251218"
"2353","71769U","世禾群益4C售02","3551","P","歐","","","","105.69",".0840","5000","0","3950","20251218"
