資料日期:,2025/12/01
項次,權證代號,權證名稱,權證標的,認購/售,美式/歐式,上(下)限型,重設型,牛(熊)證,最新履約價,最新行使比例,初次發行單位數量(千),累計增額發行單位數量(千),累計註銷權證數量(千),到期日
"9274","737923","雙鴻群益52購06","3324","C","美","","","","820.00",".0350","5000","0","0","20260223"
"9275","737924","雙鴻群益54購01","3324","C","美","","","","1055.00",".0150","5000","0","0","20260420"
"9276","737925","譜瑞群益52購06","4966","C","美","","","","1200.45",".0350","5000","0","0","20260223"
"9277","737926","中光電統一56購01","5371","C","美","","Y","","125.10",".0270","5000","0","0","20260622"
"9278","737927","中光電統一58購01","5371","C","美","","Y","","119.89",".0400","5000","0","0","20260820"
"9279","737928","台燿統一56購08","6274","C","美","","Y","","409.69",".0120","5000","0","0","20260622"
"9280","737929","台燿統一5A購01","6274","C","美","","","","508.88",".0060","5000","0","0","20261020"
"9281","737930","晶呈統一5C購01","4768","C","美","","","","211.68",".0130","5000","0","0","20261221"
"9282","737931","萬泰科統一59購02","6190","C","美","","","","76.35",".0680","5000","0","0","20260921"
"9283","737932","譜瑞統一56購01","4966","C","美","","","","997.90",".0040","5000","0","0","20260622"
"9284","737933","譜瑞統一5B購01","4966","C","美","","","","1200.45",".0030","5000","0","0","20261120"
"9285","737934","中光電永豐53購04","5371","C","美","","Y","","150.75",".0770","5000","0","0","20260320"
"9286","737935","台燿永豐55購02","6274","C","美","","","","522.75",".0300","5000","0","0","20260520"
"9287","737936","良維永豐53購02","6290","C","美","","Y","","162.38",".0980","5000","0","0","20260320"
"9288","737937","朋億*永豐53購01","6613","C","美","","","","280.00",".0450","5000","0","0","20260320"
"9289","737938","能率永豐52購01","5392","C","美","","","","43.29",".2100","5000","0","0","20260223"
"9290","737939","晶呈永豐54購01","4768","C","美","","Y","","216.00",".0500","5000","0","0","20260420"
"9291","737940","順達永豐56購01","3211","C","美","","","","459.00",".0300","5000","0","0","20260622"
"9292","737941","廣明永豐53購01","6188","C","美","","Y","","130.63",".0580","5000","0","0","20260320"
"9293","737942","雙鴻永豐52購03","3324","C","美","","","","900.00",".0170","5000","0","2250","20260223"
"9294","737943","穩懋永豐53購02","3105","C","美","","Y","","113.47",".0580","5000","0","0","20260320"
"9295","737944","穩懋永豐54購01","3105","C","美","","Y","","138.38",".0880","5000","0","0","20260420"
"9296","737945","台燿元富52購02","6274","C","美","","","","400.00",".0600","5000","0","0","20260223"
"9297","737946","精測元富52購03","6510","C","美","","","","1340.00",".0100","5000","0","0","20260223"
"9298","737947","聰泰元富52購02","5474","C","美","","","","230.00",".0730","5000","0","0","20260223"
"9299","737948","穩得元富52購02","6761","C","美","","","","155.00",".1400","5000","0","0","20260223"
"9300","737949","千附精元大53購01","6829","C","美","","Y","","132.25",".0450","5000","0","0","20260323"
"9301","737950","博智元大54購02","8155","C","美","","","","190.00",".0320","5000","0","0","20260421"
"9302","737951","晶呈元大53購01","4768","C","美","","","","172.50",".0390","5000","0","0","20260323"
"9303","737952","華景電元大53購02","6788","C","美","","","","382.00",".0610","5000","0","0","20260323"
"9304","737953","雍智元大54購04","6683","C","美","","","","500.00",".0170","5000","0","0","20260421"
"9305","737954","聰泰元大53購01","5474","C","美","","Y","","253.75",".0430","5000","0","0","20260323"
"9306","737955","雙鴻元大54購06","3324","C","美","","","","1080.00",".0450","5000","0","0","20260421"
"9307","737956","穩懋元大53購02","3105","C","美","","","","122.00",".2340","5000","0","0","20260323"
"9308","737957","穩懋元大53購03","3105","C","美","","","","93.90",".1210","5000","0","0","20260323"
"9309","737958","譜瑞元大54購07","4966","C","美","","","","1067.06",".0490","5000","0","0","20260421"
"9310","737959","台燿國泰53購08","6274","C","美","","","","375.00",".0300","5000","0","0","20260323"
"9311","737960","良維國泰53購01","6290","C","美","","","","136.00",".1050","5000","0","0","20260323"
"9312","737961","信立國泰53購01","4303","C","美","","","","72.45",".2130","5000","0","0","20260323"
"9313","737962","智通*國泰53購02","8932","C","美","","","","216.51",".0960","5000","0","0","20260323"
"9314","737963","中光電永豐52購01","5371","C","美","","","","120.00",".0450","5000","0","0","20260223"
"9315","737964","世禾永豐53購01","3551","C","美","","Y","","248.76",".0640","5000","0","0","20260323"
"9316","737965","台特化永豐53購04","4772","C","美","","Y","","308.13",".0270","5000","0","500","20260323"
"9317","737966","弘塑永豐54購01","3131","C","美","","","","2000.00",".0050","5000","0","0","20260421"
"9318","737967","昱展永豐53購01","6785","C","美","","","","276.00",".0400","5000","0","0","20260323"
"9319","737968","智通*永豐53購02","8932","C","美","","","","217.38",".0360","5000","0","1000","20260323"
"9320","737969","漢科永豐53購01","3402","C","美","","","","155.00",".0600","5000","0","0","20260323"
"9321","737970","精剛永豐53購01","1584","C","美","","Y","","32.03",".4200","5000","0","0","20260323"
"9322","737971","大綜富邦53購01","3147","C","歐","","","","240.00",".0250","10000","0","0","20260323"
"9323","737972","台燿富邦54購04","6274","C","歐","","","","500.00",".0500","7000","0","0","20260421"
"9324","737973","旺矽富邦55購01","6223","C","歐","","","","1692.88",".0060","10000","0","0","20260521"
"9325","737974","信紘科富邦54購01","6667","C","歐","","","","289.88",".0220","10000","0","0","20260421"
"9326","737975","智通*富邦54購02","8932","C","歐","","","","217.32",".0270","7000","0","0","20260421"
"9327","737976","智通*富邦55購01","8932","C","歐","","","","254.17",".0340","7000","0","0","20260521"
"9328","737977","華星光富邦52購01","4979","C","歐","","","","250.00",".0350","7000","0","0","20260223"
"9329","737978","新應材富邦54購03","4749","C","歐","","","","940.00",".0150","10000","0","0","20260421"
"9330","737979","萬泰科富邦52購01","6190","C","歐","","","","62.00",".1400","5000","0","0","20260223"
"9331","737980","群聯富邦54購02","8299","C","歐","","","","555.88",".0130","10000","0","0","20260421"
"9332","737981","廣運富邦54購01","6125","C","歐","","","","94.88",".0710","10000","0","0","20260421"
"9333","737982","廣運富邦55購01","6125","C","歐","","","","120.88",".1160","10000","0","0","20260521"
"9334","737983","雙鴻富邦55購02","3324","C","歐","","","","928.80",".0110","10000","0","0","20260521"
"9335","737984","中光電凱基54購01","5371","C","美","","","","140.00",".1000","5000","0","0","20260421"
"9336","737985","世禾凱基53購02","3551","C","美","","","","264.95",".1220","5000","0","0","20260323"
"9337","737986","台特化凱基54購04","4772","C","美","","","","400.00",".0600","5000","0","0","20260421"
"9338","737987","弘塑凱基53購03","3131","C","美","","","","1900.00",".0090","5000","0","0","20260323"
"9339","737988","亞信凱基53購01","3169","C","美","","","","150.00",".1300","5000","0","0","20260323"
"9340","737989","能率凱基56購01","5392","C","美","","","","58.11",".2890","5000","0","0","20260622"
"9341","737990","博智凱基54購03","8155","C","美","","","","225.00",".0800","5000","0","0","20260421"
"9342","737991","湧德凱基55購01","3689","C","美","","","","160.00",".1200","5000","0","0","20260521"
"9343","737992","華景電凱基53購02","6788","C","美","","","","300.00",".0500","5000","0","0","20260323"
"9344","737993","群聯凱基53購02","8299","C","美","","","","650.00",".0700","5000","0","0","20260323"
"9345","737994","精測凱基53購04","6510","C","美","","","","1350.00",".0090","5000","0","0","20260323"
"9346","737995","雙鴻凱基55購03","3324","C","美","","","","880.00",".0220","5000","0","0","20260521"
"9347","737996","鑫聯凱基53購02","3709","C","美","","","","60.00",".4500","5000","0","0","20260323"
"9348","737997","元太兆豐54購01","8069","C","美","","","","333.88",".0400","5000","0","0","20260421"
"9349","737998","台特化兆豐54購01","4772","C","美","","","","300.00",".0250","5000","0","0","20260421"
"9350","737999","台燿兆豐54購04","6274","C","美","","","","408.00",".0230","5000","0","0","20260421"
"9351","738000","台特化群益53購02","4772","C","美","","","","400.00",".0800","5000","0","0","20260323"
"9352","738001","台燿群益56購01","6274","C","美","","","","507.00",".0200","5000","0","0","20260622"
"9353","738002","弘塑群益54購04","3131","C","美","","","","2295.00",".0150","5000","0","0","20260421"
"9354","738003","前鼎群益53購01","4908","C","美","","","","117.63",".1220","5000","0","0","20260323"
"9355","738004","建榮群益53購02","5340","C","美","","","","82.50",".2660","5000","0","0","20260323"
"9356","738005","晟田群益52購02","4541","C","美","","","","71.00",".5060","5000","0","0","20260223"
"9357","738006","智通*群益52購01","8932","C","美","","","","230.33",".0540","5000","0","0","20260223"
"9358","738007","智通*群益53購01","8932","C","美","","","","269.48",".0870","5000","0","0","20260323"
"9359","738008","湧德群益52購03","3689","C","美","","","","135.00",".1500","5000","0","0","20260223"
"9360","738009","新應材群益54購04","4749","C","美","","","","830.00",".0100","5000","0","0","20260421"
"9361","738010","精剛群益52購02","1584","C","美","","","","31.50",".5000","5000","0","0","20260223"
"9362","738011","廣明群益52購01","6188","C","美","","","","140.00",".1300","5000","0","0","20260223"
"9363","738012","廣運群益53購01","6125","C","美","","","","123.50",".2500","5000","0","0","20260323"
"9364","738013","中光電凱基53購06","5371","C","美","","","","115.00",".0800","5000","0","0","20260324"
"9365","738014","良維凱基54購04","6290","C","美","","","","159.00",".1000","5000","0","0","20260424"
"9366","738015","湧德凱基54購01","3689","C","美","","","","135.00",".0520","5000","0","0","20260424"
"9367","738016","華星光凱基53購03","4979","C","美","","","","284.00",".1000","5000","0","0","20260324"
"9368","738017","華景電凱基53購03","6788","C","美","","","","370.00",".0460","5000","0","0","20260324"
"9369","738018","雙鴻凱基53購03","3324","C","美","","","","1050.00",".0400","5000","0","0","20260324"
"9370","738019","穩懋凱基53購03","3105","C","美","","","","110.00",".2000","5000","0","0","20260324"
"9371","738020","中光電兆豐58購01","5371","C","美","","","","108.00",".0580","5000","0","0","20260824"
"9372","738021","順達兆豐54購02","3211","C","美","","","","358.00",".0210","5000","0","0","20260424"
"9373","738022","中光電國泰53購03","5371","C","美","","","","120.00",".1000","5000","0","0","20260324"
"9374","738023","新應材國泰53購02","4749","C","美","","","","705.00",".0150","5000","0","0","20260324"
"9375","738024","中光電富邦52購02","5371","C","歐","","","","130.00",".0800","10000","0","0","20260224"
"9376","738025","中美晶富邦53購01","5483","C","歐","","","","140.00",".1100","10000","0","0","20260324"
"9377","738026","良維富邦54購01","6290","C","歐","","","","116.88",".0450","10000","0","0","20260424"
"9378","738027","萬泰科中信53購02","6190","C","歐","","","","73.00",".1000","5000","0","0","20260324"
"9379","738028","大綜元富52購01","3147","C","美","","","","220.00",".0600","5000","0","0","20260224"
"9380","738029","大綜元富52購02","3147","C","美","","","","240.00",".0800","5000","0","0","20260224"
"9381","738030","弘塑元富52購01","3131","C","美","","","","2000.00",".0100","5000","0","0","20260224"
"9382","738031","均華元富52購01","6640","C","美","","","","600.00",".0100","5000","0","0","20260224"
"9383","738032","萬潤元富55購01","6187","C","美","","","","500.00",".0410","5000","0","0","20260525"
"9384","738033","廣明元富52購02","6188","C","美","","","","120.00",".1300","5000","0","0","20260224"
"9385","738034","廣明元富53購01","6188","C","美","","","","150.00",".2300","5000","0","0","20260324"
"9386","738035","神盾永豐52購01","6462","C","美","","Y","","163.26",".0660","5000","0","2000","20260224"
"9387","738036","華星光永豐54購03","4979","C","美","","","","208.00",".0220","5000","0","0","20260424"
"9388","738037","僑威永豐52購01","3078","C","美","","Y","","85.39",".1570","5000","0","0","20260224"
"9389","738038","廣運永豐52購02","6125","C","美","","","","88.88",".1000","5000","0","0","20260224"
"9390","738039","中光電元大53購03","5371","C","美","","","","119.00",".0800","5000","0","0","20260324"
"9391","738040","台特化元大53購01","4772","C","美","","","","374.00",".0760","5000","0","0","20260324"
"9392","738041","台特化元大54購02","4772","C","美","","","","367.50",".0790","5000","0","0","20260424"
"9393","738042","弘塑元大54購05","3131","C","美","","","","1625.00",".0040","5000","0","0","20260424"
"9394","738043","能率元大53購03","5392","C","美","","","","44.77",".1080","5000","0","0","20260324"
"9395","738044","華星光元大54購05","4979","C","美","","","","217.00",".0400","5000","0","0","20260424"
"9396","738045","勤凱元大53購01","4760","C","美","","","","199.50",".0670","5000","0","0","20260324"
"9397","738046","意藍元大53購01","6925","C","美","","Y","","207.55",".0450","5000","0","0","20260324"
"9398","738047","廣明元大53購05","6188","C","美","","","","128.50",".0600","5000","0","0","20260324"
"9399","738048","雙鴻元大53購04","3324","C","美","","","","791.00",".0280","5000","0","0","20260324"
"9400","738049","雙鴻元大54購07","3324","C","美","","","","986.00",".0400","5000","0","0","20260424"
"9401","738050","鑫聯元大53購02","3709","C","美","","","","60.10",".4980","5000","0","0","20260324"
"9402","738051","台特化第一58購01","4772","C","歐","","Y","","278.55",".0500","14000","0","0","20260824"
"9403","738052","中美晶國票53購01","5483","C","美","","","","120.00",".0800","5000","0","0","20260324"
"9404","738053","世禾國票55購01","3551","C","美","","","","245.32",".1120","5000","0","0","20260525"
"9405","738054","台特化國票53購03","4772","C","美","","","","370.00",".1100","5000","0","0","20260324"
"9406","738055","台燿國票53購03","6274","C","美","","","","470.00",".1000","5000","0","0","20260324"
"9407","738056","長佳智國票53購01","6841","C","美","","","","100.00",".1200","5000","0","0","20260324"
"9408","738057","能率國票53購02","5392","C","美","","","","53.34",".3580","5000","0","0","20260324"
"9409","738058","順達國票53購03","3211","C","美","","","","470.00",".1000","5000","0","0","20260324"
"9410","738059","群聯國票53購01","8299","C","美","","","","600.00",".0600","5000","0","0","20260324"
"9411","738060","精測國票58購01","6510","C","美","","","","1600.00",".0080","5000","0","0","20260824"
"9412","738061","廣明國票53購01","6188","C","美","","","","150.00",".1200","5000","0","0","20260324"
"9413","738062","廣運國票53購02","6125","C","美","","","","100.00",".2000","5000","0","0","20260324"
"9414","738063","鑫聯國票53購02","3709","C","美","","","","54.00",".4000","5000","0","0","20260324"
"9415","738064","中光電群益52購03","5371","C","美","","","","135.00",".1200","5000","0","0","20260224"
"9416","738065","台特化群益52購03","4772","C","美","","","","315.00",".0820","5000","0","0","20260224"
"9417","738066","群聯群益52購03","8299","C","美","","","","530.00",".0200","5000","0","0","20260224"
"9418","738067","精測群益52購04","6510","C","美","","","","1250.00",".0070","5000","0","0","20260224"
"9419","738068","力旺國票52購01","3529","C","美","","","","2500.00",".0080","5000","0","0","20260225"
"9420","738069","力旺國票53購03","3529","C","美","","","","2750.00",".0090","5000","0","0","20260325"
"9421","738070","大綜國票53購01","3147","C","美","","","","270.00",".0800","5000","0","0","20260325"
"9422","738071","中光電國票55購02","5371","C","美","","","","155.00",".1000","5000","0","0","20260525"
"9423","738072","良維國票58購01","6290","C","美","","","","160.00",".0800","5000","0","0","20260825"
"9424","738073","佳邦國票53購01","6284","C","美","","","","80.00",".1600","5000","0","0","20260325"
"9425","738074","旺矽國票55購01","6223","C","美","","","","1700.00",".0070","5000","0","0","20260525"
"9426","738075","昱展國票53購02","6785","C","美","","","","300.00",".0600","5000","0","0","20260325"
"9427","738076","茂訊國票53購04","3213","C","美","","","","120.00",".0600","5000","0","0","20260325"
"9428","738077","華星光國票53購02","4979","C","美","","","","288.00",".1200","5000","0","0","20260325"
"9429","738078","意藍國票53購01","6925","C","美","","","","180.00",".0500","5000","0","0","20260325"
"9430","738079","中光電第一58購01","5371","C","歐","","Y","","123.69",".3600","5000","0","0","20260825"
"9431","738080","精測第一58購01","6510","C","歐","","Y","","1283.00",".0300","5000","0","0","20260825"
"9432","738081","天品凱基54購02","6199","C","美","","","","150.00",".0650","5000","0","0","20260427"
"9433","738082","台燿凱基58購01","6274","C","美","","","","390.00",".0250","5000","0","0","20260825"
"9434","738083","弘塑凱基53購04","3131","C","美","","","","1600.00",".0080","5000","0","0","20260325"
"9435","738084","生合凱基53購01","1295","C","美","","","","140.00",".0500","5000","0","0","20260325"
"9436","738085","艾訊凱基53購01","3088","C","美","","","","100.00",".1000","5000","0","0","20260325"
"9437","738086","旺矽凱基54購05","6223","C","美","","","","1750.00",".0080","5000","0","0","20260427"
"9438","738087","信驊凱基53購02","5274","C","美","","","","7500.00",".0050","5000","0","0","20260325"
"9439","738088","順達凱基53購06","3211","C","美","","","","520.00",".0700","5000","0","0","20260325"
"9440","738089","群聯凱基53購03","8299","C","美","","","","550.00",".0400","5000","0","0","20260325"
"9441","738090","漢科凱基53購02","3402","C","美","","","","175.00",".1000","5000","0","0","20260325"
"9442","738091","廣運凱基54購01","6125","C","美","","","","105.00",".1100","5000","0","0","20260427"
"9443","738092","雙鴻凱基54購03","3324","C","美","","","","1000.00",".0400","5000","0","0","20260427"
"9444","738093","譜瑞凱基57購01","4966","C","美","","","","920.00",".0200","5000","0","0","20260727"
"9445","738094","華星光國泰53購03","4979","C","美","","","","200.00",".0400","5000","0","0","20260325"
"9446","738095","順達國泰53購05","3211","C","美","","","","380.00",".0200","5000","0","0","20260325"
"9447","738096","力旺元大53購01","3529","C","美","","","","1980.00",".0030","5000","0","0","20260325"
"9448","738097","力旺元大54購01","3529","C","美","","","","2840.00",".0060","5000","0","0","20260427"
"9449","738098","中光電元大53購04","5371","C","美","","","","143.50",".0550","5000","0","0","20260325"
"9450","738099","中光電元大53購05","5371","C","美","","","","128.50",".0600","5000","0","0","20260325"
"9451","738100","中光電元大54購05","5371","C","美","","","","156.50",".1130","5000","0","0","20260427"
"9452","738101","合晶元大53購01","6182","C","美","","","","36.75",".8280","5000","0","0","20260325"
"9453","738102","湧德元大54購02","3689","C","美","","","","156.50",".0850","5000","0","0","20260427"
"9454","738103","順達元大53購05","3211","C","美","","","","520.00",".0530","5000","0","0","20260325"
"9455","738104","順達元大53購06","3211","C","美","","","","451.00",".0390","5000","0","0","20260325"
"9456","738105","新應材元大54購06","4749","C","美","","","","768.00",".0240","5000","0","0","20260427"
"9457","738106","萬泰科元大54購03","6190","C","美","","","","67.70",".1540","5000","0","0","20260427"
"9458","738107","群聯元大53購03","8299","C","美","","","","514.00",".0210","5000","0","0","20260325"
"9459","738108","群聯元大54購01","8299","C","美","","","","591.00",".0290","5000","0","0","20260427"
"9460","738109","廣明元大53購06","6188","C","美","","","","147.00",".0870","5000","0","0","20260325"
"9461","738110","璟德元大53購01","3152","C","美","","Y","","147.49",".0460","5000","0","0","20260325"
"9462","738111","雙鴻元大53購05","3324","C","美","","","","909.00",".0260","5000","0","0","20260325"
"9463","738112","譜瑞元大54購08","4966","C","美","","","","1050.00",".0100","5000","0","0","20260427"
"9464","738113","力旺富邦54購01","3529","C","歐","","","","2090.88",".0020","7000","0","0","20260427"
"9465","738114","力旺富邦55購01","3529","C","歐","","","","2670.88",".0040","10000","0","0","20260525"
"9466","738115","昇達科富邦52購02","3491","C","歐","","","","410.00",".0200","7000","0","0","20260225"
"9467","738116","譜瑞富邦54購03","4966","C","歐","","","","879.88",".0090","10000","0","0","20260427"
"9468","738117","譜瑞富邦54購04","4966","C","歐","","","","768.88",".0070","10000","0","0","20260427"
"9469","738118","合晶永豐52購01","6182","C","美","","Y","","36.53",".8000","5000","0","0","20260225"
"9470","738119","譜瑞永豐53購03","4966","C","美","","Y","","816.90",".0070","5000","0","0","20260325"
"9471","738120","鑫聯永豐53購01","3709","C","美","","Y","","60.15",".3600","5000","0","0","20260325"
"9472","738121","中光電元富52購01","5371","C","美","","","","120.00",".1000","5000","0","0","20260225"
"9473","738122","中光電元富52購02","5371","C","美","","","","130.00",".1000","5000","0","0","20260225"
"9474","738123","中光電元富58購01","5371","C","美","","","","130.00",".1000","5000","0","0","20260825"
"9475","738124","台燿元富52購03","6274","C","美","","","","370.00",".0400","5000","0","0","20260225"
"9476","738125","意藍元富52購01","6925","C","美","","","","171.60",".0500","5000","0","0","20260225"
"9477","738126","廣運元富52購02","6125","C","美","","","","88.88",".1300","5000","0","0","20260225"
"9478","738127","聯合元富52購02","4129","C","美","","","","120.00",".1000","5000","0","0","20260225"
"9479","738128","聯合元富58購01","4129","C","美","","","","160.00",".1500","5000","0","0","20260825"
"9480","738129","譜瑞元富52購02","4966","C","美","","","","900.00",".0200","5000","0","0","20260225"
"9481","738130","大綜統一58購01","3147","C","美","","Y","","235.63",".0150","5000","0","0","20260825"
"9482","738131","中光電統一5B購01","5371","C","美","","","","158.00",".0260","5000","0","0","20261125"
"9483","738132","中美晶統一58購01","5483","C","美","","","","133.33",".0400","5000","0","0","20260825"
"9484","738133","元太統一58購03","8069","C","美","","","","311.11",".0150","5000","0","0","20260825"
"9485","738134","台燿統一58購02","6274","C","美","","","","399.99",".0090","5000","0","0","20260825"
"9486","738135","台燿統一5C購02","6274","C","美","","","","431.68",".0070","5000","0","0","20261228"
"9487","738136","亞信統一58購01","3169","C","美","","","","99.99",".0250","5000","0","0","20260825"
"9488","738137","亞信統一5B購01","3169","C","美","","","","122.22",".0150","5000","0","0","20261125"
"9489","738138","亞信統一64購01","3169","C","美","","","","128.88",".0130","5000","0","0","20270426"
"9490","738139","信紘科統一58購01","6667","C","美","","Y","","330.00",".0130","5000","0","0","20260825"
"9491","738140","美琪瑪統一64購01","4721","C","美","","","","118.88",".0230","5000","0","0","20270426"
"9492","738141","順達統一57購03","3211","C","美","","","","400.00",".0100","5000","0","0","20260727"
"9493","738142","順達統一58購01","3211","C","美","","Y","","435.94",".0090","5000","0","0","20260825"
"9494","738143","順達統一58購02","3211","C","美","","","","511.11",".0090","5000","0","0","20260825"
"9495","738144","順達統一5B購02","3211","C","美","","","","520.50",".0070","5000","0","0","20261125"
"9496","738145","順達統一5C購02","3211","C","美","","","","499.99",".0080","5000","0","0","20261228"
"9497","738146","萬潤統一58購03","6187","C","美","","Y","","453.54",".0070","5000","0","0","20260825"
"9498","738147","群翊統一58購01","6664","C","美","","","","288.88",".0110","5000","0","0","20260825"
"9499","738148","漢科統一58購01","3402","C","美","","","","188.88",".0200","5000","0","0","20260825"
"9500","738149","漢科統一58購02","3402","C","美","","","","151.68",".0130","5000","0","0","20260825"
"9501","738150","漢科統一5B購01","3402","C","美","","","","189.68",".0220","5000","0","0","20261125"
"9502","738151","漢科統一5C購01","3402","C","美","","","","188.88",".0130","5000","0","0","20261228"
"9503","738152","精測統一5B購01","6510","C","美","","","","1688.88",".0020","5000","0","0","20261125"
"9504","738153","精測統一64購01","6510","C","美","","","","1688.88",".0010","5000","0","0","20270426"
"9505","738154","廣明統一64購01","6188","C","美","","","","151.68",".0120","5000","0","0","20270426"
"9506","738155","擎亞統一5B購01","8096","C","美","","","","49.40",".0660","5000","0","0","20261125"
"9507","738156","譜瑞統一5C購01","4966","C","美","","","","888.88",".0030","5000","0","0","20261228"
"9508","738157","譜瑞統一64購01","4966","C","美","","","","1168.88",".0020","5000","0","0","20270426"
"9509","738158","力旺群益52購01","3529","C","美","","","","2850.00",".0120","5000","0","0","20260225"
"9510","738159","大綜群益54購01","3147","C","美","","","","285.00",".1000","5000","0","0","20260427"
"9511","738160","中光電群益54購03","5371","C","美","","","","158.00",".1000","5000","0","0","20260427"
"9512","738161","順達群益52購04","3211","C","美","","","","520.00",".0600","5000","0","0","20260225"
"9513","738162","意德士群益52購01","7556","C","美","","","","225.00",".0300","5000","0","0","20260225"
"9514","738163","鴻呈群益52購01","6913","C","美","","","","150.00",".0700","5000","0","0","20260225"
"9515","738164","耀勝群益53購01","3207","C","美","","","","85.00",".1500","5000","0","0","20260325"
"9516","738165","驊訊群益52購01","6237","C","美","","","","68.00",".2500","5000","0","0","20260225"
"9517","738166","大綜國票52購01","3147","C","美","","","","215.00",".0470","5000","0","0","20260226"
"9518","738167","台半國票53購01","5425","C","美","","","","50.00",".2000","5000","0","0","20260326"
"9519","738168","生合國票52購01","1295","C","美","","","","135.00",".0550","5000","0","0","20260226"
"9520","738169","生合國票54購02","1295","C","美","","","","160.00",".0650","5000","0","0","20260427"
"9521","738170","順達國票53購04","3211","C","美","","","","510.00",".0600","5000","0","0","20260326"
"9522","738171","意藍國票52購02","6925","C","美","","","","150.00",".0120","5000","0","0","20260226"
"9523","738172","聖暉*國票53購02","5536","C","美","","","","1100.00",".0400","5000","0","0","20260326"
"9524","738173","精剛國票53購01","1584","C","美","","","","38.00",".6680","5000","0","0","20260326"
"9525","738174","璟德國票53購01","3152","C","美","","","","160.00",".0700","5000","0","0","20260326"
"9526","738175","聰泰國票53購01","5474","C","美","","","","220.00",".0700","5000","0","0","20260326"
"9527","738176","合晶國泰53購01","6182","C","美","","","","29.00",".7700","5000","0","0","20260326"
"9528","738177","威剛國泰53購01","3260","C","美","","","","110.00",".1800","5000","0","0","20260326"
"9529","738178","聖暉*國泰53購01","5536","C","美","","","","845.00",".0100","5000","0","0","20260326"
"9530","738179","漢科國泰53購01","3402","C","美","","","","150.00",".0800","5000","0","0","20260326"
"9531","738180","廣運國泰53購01","6125","C","美","","","","87.00",".0900","5000","0","0","20260326"
"9532","738181","譜瑞國泰53購04","4966","C","美","","","","1000.00",".0200","5000","0","0","20260326"
"9533","738182","泰茂富邦54購01","2230","C","歐","","","","104.88",".0710","10000","0","0","20260427"
"9534","738183","凡甲統一5C購01","3526","C","美","","","","299.99",".0100","5000","0","0","20261228"
"9535","738184","世禾統一5B購01","3551","C","美","","","","246.55",".0150","5000","0","0","20261126"
"9536","738185","昇達科統一58購01","3491","C","美","","","","433.33",".0070","5000","0","0","20260826"
"9537","738186","昱展統一58購05","6785","C","美","","","","303.33",".0100","5000","0","0","20260826"
"9538","738187","昱展統一64購01","6785","C","美","","","","309.99",".0070","5000","0","0","20270426"
"9539","738188","美琪瑪統一58購03","4721","C","美","","","","111.11",".0270","5000","0","0","20260826"
"9540","738189","能率統一58購02","5392","C","美","","","","58.21",".0520","5000","0","0","20260826"
"9541","738190","順達統一5A購01","3211","C","美","","","","511.11",".0080","5000","0","0","20261027"
"9542","738191","聖暉*統一5A購02","5536","C","美","","","","888.88",".0020","5000","0","0","20261027"
"9543","738192","聖暉*統一64購01","5536","C","美","","","","1111.11",".0020","5000","0","0","20270426"
"9544","738193","廣明統一58購03","6188","C","美","","","","151.11",".0220","5000","0","0","20260826"
"9545","738194","環球晶統一58購02","6488","C","美","","","","411.11",".0090","5000","0","0","20260826"
"9546","738195","環球晶統一58購03","6488","C","美","","","","466.66",".0110","5000","0","0","20260826"
"9547","738196","聯合統一58購01","4129","C","美","","","","131.68",".0130","5000","0","0","20260826"
"9548","738197","譜瑞統一58購01","4966","C","美","","","","1166.66",".0030","5000","0","0","20260826"
"9549","738198","譜瑞統一58購02","4966","C","美","","","","1111.11",".0030","5000","0","0","20260826"
"9550","738199","大綜元富54購01","3147","C","美","","","","270.00",".0660","5000","0","0","20260427"
"9551","738200","順達元富52購01","3211","C","美","","","","450.00",".0240","5000","0","0","20260226"
"9552","738201","順達元富52購02","3211","C","美","","","","500.00",".0300","5000","0","0","20260226"
"9553","738202","順達元富58購01","3211","C","美","","","","500.00",".0300","5000","0","0","20260826"
"9554","738203","聖暉*元富52購01","5536","C","美","","","","1000.00",".0200","5000","0","0","20260226"
"9555","738204","雷科元富52購01","6207","C","美","","","","75.89",".2360","5000","0","0","20260226"
"9556","738205","聖暉*永豐52購01","5536","C","美","","","","888.00",".0090","5000","0","0","20260226"
"9557","738206","廣明永豐53購02","6188","C","美","","Y","","155.59",".0660","5000","0","0","20260326"
"9558","738207","台燿元大54購09","6274","C","美","","","","480.00",".0220","5000","0","0","20260427"
"9559","738208","信驊元大53購03","5274","C","美","","","","6750.00",".0020","5000","0","0","20260326"
"9560","738209","信驊元大53購04","5274","C","美","","","","5300.00",".0010","5000","0","0","20260326"
"9561","738210","信驊元大54購05","5274","C","美","","","","7500.00",".0020","5000","0","0","20260427"
"9562","738211","威剛元大53購01","3260","C","美","","","","144.50",".2200","5000","0","0","20260326"
"9563","738212","高鋒元大53購01","4510","C","美","","","","67.80",".2000","5000","0","0","20260326"
"9564","738213","順達元大53購07","3211","C","美","","","","485.00",".0180","5000","0","0","20260326"
"9565","738214","順達元大53購08","3211","C","美","","","","500.00",".0170","5000","0","0","20260326"
"9566","738215","順達元大53購10","3211","C","美","","","","415.00",".0150","5000","0","0","20260326"
"9567","738216","順達元大53購11","3211","C","美","","","","400.00",".0100","5000","0","0","20260326"
